formula,T,Cₚ
Cr2O3,2500.0,142.628
Cr2O3,2400.0,141.733
Cr2O3,2300.0,140.839
Cr2O3,2200.0,139.947
Cr2O3,2100.0,139.056
Cr2O3,2000.0,138.168
Cr2O3,1900.0,136.88
Cr2O3,1800.0,135.457
Cr2O3,1700.0,134.47799999999998
Cr2O3,1600.0,133.486
Cr2O3,1500.0,132.482
Cr2O3,1400.0,131.457
Cr2O3,1300.0,130.411
Cr2O3,1200.0,129.332
Cr2O3,1100.0,128.202
Cr2O3,1000.0,127.009
Cr2O3,900.0,125.725
Cr2O3,800.0,124.29
Cr2O3,700.0,122.625
Cr2O3,600.0,120.54899999999999
Cr2O3,500.0,117.721
Cr2O3,400.0,112.675
Cr2O3,305.0,126.775
Cr2O3,305.0,126.775
Cr2O3,300.0,121.92200000000001
Cr2O3,298.0,120.366
Cs1F1,1900.0,69.036
Cs1F1,1800.0,68.994
Cs1F1,1700.0,68.91
Cs1F1,1600.0,68.743
Cs1F1,1500.0,68.492
Cs1F1,1400.0,68.157
Cs1F1,1300.0,67.697
Cs1F1,1200.0,66.944
Cs1F1,1100.0,65.85600000000001
Cs1F1,1000.0,64.35
Cs1F1,976.0,63.952
Cs1F1,900.0,62.63399999999999
Cs1F1,800.0,60.876999999999995
Cs1F1,700.0,59.12
Cs1F1,600.0,57.363
Cs1F1,500.0,55.56399999999999
Cs1F1,400.0,53.763999999999996
Cs1F1,300.0,52.007
Cs1F1,298.0,51.965
Cl1Li1,1900.0,82.863
Cl1Li1,1800.0,80.797
Cl1Li1,1700.0,78.73100000000001
Cl1Li1,1600.0,76.663
Cl1Li1,1500.0,74.598
Cl1Li1,1400.0,72.53399999999999
Cl1Li1,1300.0,70.452
Cl1Li1,1200.0,68.358
Cl1Li1,1100.0,66.266
Cl1Li1,1000.0,64.17
Cl1Li1,900.0,62.06100000000001
Cl1Li1,883.0,61.702
Cl1Li1,800.0,59.93600000000001
Cl1Li1,700.0,57.781000000000006
Cl1Li1,600.0,55.593
Cl1Li1,500.0,53.342
Cl1Li1,400.0,50.968999999999994
Cl1Li1,300.0,48.095
Cl1Li1,298.0,48.028
Fe0.877S1,1700.0,86.10700000000001
Fe0.877S1,1600.0,79.161
Fe0.877S1,1500.0,72.676
Fe0.877S1,1400.0,67.195
Fe0.877S1,1300.0,62.676
Fe0.877S1,1200.0,59.12
Fe0.877S1,1100.0,55.396
Fe0.877S1,1000.0,52.007
Fe0.877S1,900.0,52.886
Fe0.877S1,800.0,53.848
Fe0.877S1,700.0,55.56399999999999
Fe0.877S1,600.0,58.11600000000001
Fe0.877S1,598.0,68.563
Fe0.877S1,598.0,58.175
Fe0.877S1,500.0,62.383
Fe0.877S1,400.0,56.148999999999994
Fe0.877S1,300.0,50.0
Fe0.877S1,298.0,49.883
Cl1Na1,1400.0,77.53
Cl1Na1,1300.0,75.145
Cl1Na1,1200.0,71.965
Cl1Na1,1100.0,68.325
Cl1Na1,1073.8,67.37100000000001
Cl1Na1,1000.0,64.865
Cl1Na1,900.0,61.869
Cl1Na1,800.0,59.312
Cl1Na1,700.0,57.20399999999999
Cl1Na1,600.0,55.476000000000006
Cl1Na1,500.0,53.94
Cl1Na1,400.0,52.35
Cl1Na1,300.0,50.543
Cl1Na1,298.0,50.50899999999999
F2Hg1,1900.0,108.366
F2Hg1,1800.0,106.274
F2Hg1,1700.0,104.182
F2Hg1,1600.0,102.09
F2Hg1,1500.0,99.99799999999999
F2Hg1,1400.0,97.906
F2Hg1,1300.0,95.814
F2Hg1,1200.0,93.72200000000001
F2Hg1,1100.0,91.63
F2Hg1,1000.0,89.538
F2Hg1,918.0,87.822
F2Hg1,900.0,87.446
F2Hg1,800.0,85.354
F2Hg1,700.0,83.262
F2Hg1,600.0,81.17
F2Hg1,500.0,79.078
F2Hg1,400.0,76.986
F2Hg1,300.0,74.89399999999999
F2Hg1,298.0,74.85600000000001
Cs1H1O1,900.0,83.68
Cs1H1O1,800.0,83.68
Cs1H1O1,700.0,83.68
Cs1H1O1,600.0,83.68
Cs1H1O1,588.0,83.68
Cs1H1O1,500.0,83.68
Cs1H1O1,493.0,82.17399999999999
Cs1H1O1,493.0,83.68
Cs1H1O1,410.0,74.99
Cs1H1O1,410.0,75.22800000000001
Cs1H1O1,400.0,74.392
Cs1H1O1,300.0,67.99
Cs1H1O1,298.0,67.872
Br3Mo1,298.0,105.37
Br3Mo1,1400.0,121.50299999999999
Br3Mo1,1300.0,120.039
Br3Mo1,1200.0,118.575
Br3Mo1,1100.0,117.11
Br3Mo1,1000.0,115.646
Br3Mo1,900.0,114.181
Br3Mo1,800.0,112.71700000000001
Br3Mo1,700.0,111.25299999999999
Br3Mo1,600.0,109.788
Br3Mo1,500.0,108.324
Br3Mo1,400.0,106.859
Br3Mo1,300.0,105.395
Br2Sr1,298.0,76.85300000000001
Br2Sr1,1400.0,115.06
Br2Sr1,1300.0,115.06
Br2Sr1,1200.0,115.06
Br2Sr1,1100.0,115.06
Br2Sr1,1000.0,115.06
Br2Sr1,930.0,115.06
Br2Sr1,918.0,91.71700000000001
Br2Sr1,918.0,115.06
Br2Sr1,900.0,91.00200000000001
Br2Sr1,800.0,87.571
Br2Sr1,700.0,84.89299999999999
Br2Sr1,600.0,82.676
Br2Sr1,500.0,80.835
Br2Sr1,300.0,76.902
Cl2Hg2,1400.0,126.311
Cl2Hg2,1300.0,125.169
Cl2Hg2,1200.0,123.846
Cl2Hg2,1100.0,122.34
Cl2Hg2,1000.0,120.667
Cl2Hg2,900.0,118.82600000000001
Cl2Hg2,800.0,116.81700000000001
Cl2Hg2,700.0,114.55799999999999
Cl2Hg2,600.0,112.131
Cl2Hg2,500.0,109.32799999999999
Cl2Hg2,400.0,106.023
Cl2Hg2,300.0,102.04799999999999
Cl2Hg2,298.0,101.96799999999999
Co1,2400.0,37.656
Co1,2300.0,37.656
Co1,2200.0,37.656
Co1,2100.0,37.656
Co1,2000.0,37.656
Co1,1900.0,37.656
Co1,1800.0,37.656
Co1,1768.0,37.99
Co1,1700.0,37.782
Co1,1600.0,38.284
Co1,1500.0,39.748000000000005
Co1,1400.0,44.225
Co1,1394.0,54.978
Co1,1394.0,54.998999999999995
Co1,1300.0,48.66
Co1,1200.0,43.221000000000004
Co1,1100.0,39.832
Co1,1000.0,36.986999999999995
Co1,900.0,34.518
Co1,800.0,32.426
Co1,700.1,31.046999999999997
Co1,700.1,30.583000000000002
Co1,700.0,31.045
Co1,600.0,29.665
Co1,500.0,28.2
Co1,450.0,27.39
Co1,400.0,26.526999999999997
Co1,350.0,25.682
Co1,300.0,24.833000000000002
Co1,298.0,24.802
Cl1Cs1,298.0,52.442
Cl1Cs1,1900.0,69.245
Cl1Cs1,1800.0,68.743
Cl1Cs1,1700.0,68.241
Cl1Cs1,1600.0,67.697
Cl1Cs1,1500.0,67.195
Cl1Cs1,1400.0,66.693
Cl1Cs1,1300.0,66.191
Cl1Cs1,1200.0,65.689
Cl1Cs1,1100.0,65.187
Cl1Cs1,1000.0,64.685
Cl1Cs1,918.0,64.266
Cl1Cs1,900.0,64.17399999999999
Cl1Cs1,800.0,63.68
Cl1Cs1,743.0,62.236999999999995
Cl1Cs1,743.0,63.388000000000005
Cl1Cs1,700.0,61.29600000000001
Cl1Cs1,600.0,59.099
Cl1Cs1,500.0,56.902
Cl1Cs1,400.0,54.685
Cl1Cs1,300.0,52.472
Al1Li1O2,298.0,67.777
Al1Li1O2,2100.0,117.294
Al1Li1O2,2000.0,116.022
Al1Li1O2,1973.0,115.679
Al1Li1O2,1900.0,114.74600000000001
Al1Li1O2,1800.0,113.449
Al1Li1O2,1700.0,112.14
Al1Li1O2,1600.0,110.81299999999999
Al1Li1O2,1500.0,109.46600000000001
Al1Li1O2,1400.0,108.089
Al1Li1O2,1300.0,106.671
Al1Li1O2,1200.0,105.198
Al1Li1O2,1100.0,103.654
Al1Li1O2,1000.0,102.006
Al1Li1O2,900.0,100.20299999999999
Al1Li1O2,800.0,98.165
Al1Li1O2,700.0,95.751
Al1Li1O2,600.0,92.68799999999999
Al1Li1O2,500.0,88.40799999999999
Al1Li1O2,400.0,81.546
Al1Li1O2,300.0,68.128
Br2Fe1,298.0,80.232
Br2Fe1,1400.0,104.759
Br2Fe1,1300.0,102.53299999999999
Br2Fe1,1200.0,100.307
Br2Fe1,1100.0,98.081
Br2Fe1,1000.0,95.855
Br2Fe1,964.0,95.054
Br2Fe1,900.0,93.63
Br2Fe1,800.0,91.404
Br2Fe1,700.0,89.178
Br2Fe1,650.0,88.061
Br2Fe1,650.0,88.069
Br2Fe1,600.0,86.95200000000001
Br2Fe1,500.0,84.726
Br2Fe1,400.0,82.5
Br2Fe1,300.0,80.274
Ga1,450.0,27.916
Ga1,400.0,27.46
Ga1,350.0,27.004
Ga1,302.92,26.133000000000003
Ga1,300.0,26.090999999999998
Ga1,298.0,26.064
Cl1Li1O4,298.0,105.01799999999999
Cl1Li1O4,1400.0,192.771
Cl1Li1O4,1300.0,188.86599999999999
Cl1Li1O4,1200.0,184.933
Cl1Li1O4,1100.0,180.972
Cl1Li1O4,1000.0,176.983
Cl1Li1O4,900.0,172.067
Cl1Li1O4,800.0,166.523
Cl1Li1O4,700.0,160.03799999999998
Cl1Li1O4,600.0,152.716
Cl1Li1O4,509.0,144.34
Cl1Li1O4,500.0,143.511
Cl1Li1O4,400.0,129.704
Cl1Li1O4,300.0,105.43700000000001
Fe0.947O1,2400.0,64.74
Fe0.947O1,2300.0,64.601
Fe0.947O1,2200.0,64.434
Fe0.947O1,2100.0,64.238
Fe0.947O1,2000.0,64.015
Fe0.947O1,1900.0,63.696000000000005
Fe0.947O1,1800.0,63.303999999999995
Fe0.947O1,1700.0,62.787
Fe0.947O1,1600.0,62.065
Fe0.947O1,1500.0,61.211999999999996
Fe0.947O1,1400.0,60.358000000000004
Fe0.947O1,1300.0,59.496
Fe0.947O1,1200.0,58.63
Fe0.947O1,1100.0,57.76
Fe0.947O1,1000.0,56.873000000000005
Fe0.947O1,900.0,55.968999999999994
Fe0.947O1,800.0,55.041000000000004
Fe0.947O1,700.0,54.07
Fe0.947O1,600.0,53.028
Fe0.947O1,500.0,51.848
Fe0.947O1,400.0,50.38
Fe0.947O1,300.0,48.183
Fe0.947O1,298.0,48.11600000000001
Be1Cl2,298.0,64.852
Be1Cl2,1400.0,85.234
Be1Cl2,1300.0,85.007
Be1Cl2,1200.0,84.67200000000001
Be1Cl2,1100.0,84.23
Be1Cl2,1000.0,83.68
Be1Cl2,900.0,83.023
Be1Cl2,800.0,82.257
Be1Cl2,700.0,81.358
Be1Cl2,688.0,81.278
Be1Cl2,600.0,80.082
Be1Cl2,500.0,77.53
Be1Cl2,400.0,72.76
Be1Cl2,300.0,65.01899999999999
Cl1K1,298.0,51.287
Cl1K1,1400.0,82.006
Cl1K1,1300.0,79.49600000000001
Cl1K1,1200.0,76.149
Cl1K1,1100.0,71.965
Cl1K1,1044.0,69.28699999999999
Cl1K1,1000.0,66.969
Cl1K1,900.0,62.911
Cl1K1,800.0,60.078
Cl1K1,700.0,58.003
Cl1K1,600.0,56.317
Cl1K1,500.0,54.751999999999995
Cl1K1,400.0,53.137
Cl1K1,300.0,51.32899999999999
F1Na1,2900.0,71.128
F1Na1,2800.0,71.128
F1Na1,2700.0,71.128
F1Na1,2600.0,71.128
F1Na1,2500.0,71.128
F1Na1,2400.0,71.128
F1Na1,2300.0,71.128
F1Na1,2200.0,71.128
F1Na1,2100.0,71.128
F1Na1,2000.0,71.128
F1Na1,1900.0,71.128
F1Na1,1800.0,71.128
F1Na1,1700.0,71.128
F1Na1,1600.0,71.128
F1Na1,1500.0,70.626
F1Na1,1400.0,69.16199999999999
F1Na1,1300.0,66.944
F1Na1,1269.0,66.149
F1Na1,1200.0,64.266
F1Na1,1100.0,61.756
F1Na1,1000.0,59.505
F1Na1,900.0,57.492
F1Na1,800.0,55.71
F1Na1,700.0,54.123999999999995
F1Na1,600.0,52.677
F1Na1,500.0,51.262
F1Na1,400.0,49.597
F1Na1,300.0,46.924
F1Na1,298.0,46.852
H3O4P1,900.0,288.361
H3O4P1,800.0,258.069
H3O4P1,700.0,227.77700000000002
H3O4P1,600.0,197.485
H3O4P1,500.0,167.19299999999998
H3O4P1,400.0,136.9
H3O4P1,315.5,111.303
H3O4P1,300.0,106.60799999999999
H3O4P1,298.0,106.064
Fe3O4,2900.0,200.832
Fe3O4,2800.0,200.832
Fe3O4,2700.0,200.832
Fe3O4,2600.0,200.832
Fe3O4,2500.0,200.832
Fe3O4,2400.0,200.832
Fe3O4,2300.0,200.832
Fe3O4,2200.0,200.832
Fe3O4,2100.0,200.832
Fe3O4,2000.0,200.832
Fe3O4,1900.0,200.832
Fe3O4,1800.0,200.832
Fe3O4,1700.0,200.832
Fe3O4,1600.0,200.832
Fe3O4,1500.0,200.832
Fe3O4,1400.0,200.832
Fe3O4,1300.0,200.832
Fe3O4,1200.0,200.832
Fe3O4,1100.0,200.832
Fe3O4,1000.0,200.832
Fe3O4,900.0,273.05
Fe3O4,900.0,273.05
Fe3O4,900.0,200.832
Fe3O4,800.0,252.88099999999997
Fe3O4,700.0,232.71400000000003
Fe3O4,600.0,212.547
Fe3O4,500.0,192.38
Fe3O4,400.0,171.12599999999998
Fe3O4,300.0,147.695
Fe3O4,298.0,147.235
H1Na1O1,1400.0,86.023
H1Na1O1,1300.0,86.023
H1Na1O1,1200.0,86.023
H1Na1O1,1100.0,86.023
H1Na1O1,1000.0,86.023
H1Na1O1,900.0,86.023
H1Na1O1,800.0,86.023
H1Na1O1,700.0,86.023
H1Na1O1,600.0,86.023
H1Na1O1,596.0,86.023
H1Na1O1,572.0,85.887
H1Na1O1,572.0,86.023
H1Na1O1,500.0,75.157
H1Na1O1,400.0,64.936
H1Na1O1,300.0,59.663999999999994
H1Na1O1,298.0,59.53
Fe2O12S3,1900.0,449.069
Fe2O12S3,1800.0,445.55400000000003
Fe2O12S3,1700.0,441.83
Fe2O12S3,1600.0,438.065
Fe2O12S3,1500.0,434.09
Fe2O12S3,1400.0,429.906
Fe2O12S3,1300.0,425.51300000000003
Fe2O12S3,1200.0,420.659
Fe2O12S3,1100.0,415.26199999999994
Fe2O12S3,1000.0,409.23699999999997
Fe2O12S3,900.0,402.041
Fe2O12S3,800.0,393.254
Fe2O12S3,700.0,380.702
Fe2O12S3,600.0,363.29699999999997
Fe2O12S3,500.0,339.281
Fe2O12S3,400.0,307.022
Fe2O12S3,300.0,265.851
Fe2O12S3,298.0,264.722
Cl1Na1O4,298.0,111.294
Cl1Na1O4,1400.0,205.267
Cl1Na1O4,1300.0,201.083
Cl1Na1O4,1200.0,196.648
Cl1Na1O4,1100.0,191.96200000000002
Cl1Na1O4,1000.0,187.025
Cl1Na1O4,900.0,181.58599999999998
Cl1Na1O4,800.0,175.72799999999998
Cl1Na1O4,700.0,168.511
Cl1Na1O4,600.0,160.247
Cl1Na1O4,581.0,158.57399999999998
Cl1Na1O4,581.0,158.57399999999998
Cl1Na1O4,500.0,150.20600000000002
Cl1Na1O4,400.0,135.98
Cl1Na1O4,300.0,111.713
Cu1O4S1,1900.0,168.908
Cu1O4S1,1800.0,167.56900000000002
Cu1O4S1,1700.0,166.14700000000002
Cu1O4S1,1600.0,164.72400000000002
Cu1O4S1,1500.0,163.218
Cu1O4S1,1400.0,161.628
Cu1O4S1,1300.0,159.954
Cu1O4S1,1200.0,158.113
Cu1O4S1,1100.0,156.063
Cu1O4S1,1000.0,153.762
Cu1O4S1,900.0,151.042
Cu1O4S1,800.0,147.695
Cu1O4S1,700.0,142.925
Cu1O4S1,600.0,136.315
Cu1O4S1,500.0,127.194
Cu1O4S1,400.0,114.934
Cu1O4S1,300.0,99.286
Cu1O4S1,298.0,98.868
H1Li1,1400.0,89.29899999999999
H1Li1,1300.0,83.994
H1Li1,1200.0,78.68
H1Li1,1100.0,73.362
H1Li1,1000.0,68.028
H1Li1,961.8,65.985
H1Li1,900.0,62.676
H1Li1,800.0,57.3
H1Li1,700.0,51.876999999999995
H1Li1,600.0,46.38
H1Li1,500.0,40.735
H1Li1,400.0,34.794000000000004
H1Li1,300.0,28.083000000000002
H1Li1,298.0,27.956999999999997
F2H1K1,1900.0,100.249
F2H1K1,1800.0,100.249
F2H1K1,1700.0,100.249
F2H1K1,1600.0,100.249
F2H1K1,1500.0,100.249
F2H1K1,1400.0,100.249
F2H1K1,1300.0,100.249
F2H1K1,1200.0,100.249
F2H1K1,1100.0,100.249
F2H1K1,1000.0,100.249
F2H1K1,900.0,100.249
F2H1K1,800.0,100.249
F2H1K1,700.0,100.249
F2H1K1,600.0,100.249
F2H1K1,511.95,100.249
F2H1K1,500.0,100.249
F2H1K1,469.85,92.45
F2H1K1,469.85,100.249
F2H1K1,400.0,86.065
F2H1K1,300.0,77.111
F2H1K1,298.0,76.94
Hg1O1,900.0,58.626000000000005
Hg1O1,800.0,57.50899999999999
Hg1O1,700.0,56.066
Hg1O1,600.0,54.12
Hg1O1,500.0,51.631
Hg1O1,400.0,48.325
Hg1O1,300.0,44.145
Hg1O1,298.0,44.062
Be3N2,298.0,64.358
Be3N2,2900.0,129.692
Be3N2,2800.0,129.67700000000002
Be3N2,2700.0,129.659
Be3N2,2600.0,129.639
Be3N2,2500.0,129.615
Be3N2,2473.0,129.606
Be3N2,2400.0,129.588
Be3N2,2300.0,129.559
Be3N2,2200.0,129.526
Be3N2,2100.0,129.49
Be3N2,2000.0,129.452
Be3N2,1900.0,129.411
Be3N2,1800.0,129.366
Be3N2,1700.0,129.319
Be3N2,1600.0,129.269
Be3N2,1500.0,129.047
Be3N2,1400.0,128.616
Be3N2,1300.0,127.926
Be3N2,1200.0,126.92200000000001
Be3N2,1100.0,125.52
Be3N2,1000.0,123.61200000000001
Be3N2,900.0,121.04299999999999
Be3N2,800.0,117.59100000000001
Be3N2,700.0,112.92200000000001
Be3N2,600.0,106.516
Be3N2,500.0,97.512
Be3N2,400.0,84.43299999999999
Be3N2,300.0,64.668
Fe1,2100.0,45.48
Fe1,2000.0,44.476000000000006
Fe1,1900.0,43.472
Fe1,1809.0,42.558
Fe1,1800.0,42.468
Fe1,1700.0,41.463
Fe1,1665.0,41.111999999999995
Fe1,1600.0,40.459
Fe1,1500.0,39.455
Fe1,1400.0,38.535
Fe1,1300.0,38.493
Fe1,1200.0,40.794000000000004
Fe1,1184.0,41.422
Fe1,1100.0,46.401
Fe1,1042.0,83.68
Fe1,1042.0,83.681
Fe1,1000.0,54.434
Fe1,900.0,43.095
Fe1,800.0,37.949
Fe1,700.0,34.602
Fe1,600.0,32.049
Fe1,500.0,29.701999999999998
Fe1,450.0,28.518
Fe1,400.0,27.386
Fe1,350.0,26.287
Fe1,300.0,25.14
Fe1,298.0,25.094
I2Mo1,1400.0,96.445
I2Mo1,1300.0,95.199
I2Mo1,1200.0,93.95200000000001
I2Mo1,1100.0,92.705
I2Mo1,1000.0,91.458
I2Mo1,900.0,90.211
I2Mo1,800.0,88.964
I2Mo1,700.0,87.71799999999999
I2Mo1,600.0,86.471
I2Mo1,500.0,85.22399999999999
I2Mo1,400.0,83.977
I2Mo1,300.0,82.73
I2Mo1,298.0,82.705
Cu1F1,1900.0,64.434
Cu1F1,1800.0,64.434
Cu1F1,1700.0,64.434
Cu1F1,1600.0,64.434
Cu1F1,1500.0,64.434
Cu1F1,1400.0,64.378
Cu1F1,1300.0,64.266
Cu1F1,1200.0,64.057
Cu1F1,1100.0,63.763999999999996
Cu1F1,1000.0,63.346000000000004
Cu1F1,900.0,62.802
Cu1F1,800.0,62.007
Cu1F1,700.0,60.961000000000006
Cu1F1,600.0,59.58
Cu1F1,500.0,57.656000000000006
Cu1F1,400.0,55.145
Cu1F1,300.0,51.965
Cu1F1,298.0,51.882
Cr1N1,298.0,52.677
Cr1N1,2400.0,62.467
Cr1N1,2300.0,61.714
Cr1N1,2200.0,61.003
Cr1N1,2100.0,60.375
Cr1N1,2000.0,59.831
Cr1N1,1900.0,59.078
Cr1N1,1800.0,58.367
Cr1N1,1700.0,57.696999999999996
Cr1N1,1600.0,57.028
Cr1N1,1500.0,56.379
Cr1N1,1400.0,55.68899999999999
Cr1N1,1300.0,55.02
Cr1N1,1200.0,54.391999999999996
Cr1N1,1100.0,53.723
Cr1N1,1000.0,53.053000000000004
Cr1N1,900.0,52.38399999999999
Cr1N1,800.0,51.714
Cr1N1,700.0,51.086999999999996
Cr1N1,600.0,50.417
Cr1N1,500.0,49.748000000000005
Cr1N1,400.0,49.078
Cr1N1,300.0,51.393
Fe1H3O3,1400.0,174.68200000000002
Fe1H3O3,1300.0,173.218
Fe1H3O3,1200.0,171.12599999999998
Fe1H3O3,1100.0,168.40599999999998
Fe1H3O3,1000.0,164.85
Fe1H3O3,900.0,160.247
Fe1H3O3,800.0,154.808
Fe1H3O3,700.0,148.114
Fe1H3O3,600.0,140.582
Fe1H3O3,500.0,129.704
Fe1H3O3,400.0,117.98899999999999
Fe1H3O3,300.0,102.09
Fe1H3O3,298.0,101.671
I1Li1,2400.0,76.191
I1Li1,2300.0,76.191
I1Li1,2200.0,76.191
I1Li1,2100.0,76.191
I1Li1,2000.0,76.191
I1Li1,1900.0,76.191
I1Li1,1800.0,76.191
I1Li1,1700.0,76.191
I1Li1,1600.0,76.191
I1Li1,1500.0,76.191
I1Li1,1400.0,75.877
I1Li1,1300.0,75.375
I1Li1,1200.0,74.559
I1Li1,1100.0,73.53399999999999
I1Li1,1000.0,71.965
I1Li1,900.0,69.517
I1Li1,800.0,66.107
I1Li1,700.0,62.258
I1Li1,600.0,58.66
I1Li1,500.0,55.948
I1Li1,400.0,53.43
I1Li1,300.0,50.187
I1Li1,298.0,50.082
Al1I3,298.0,98.91
Al1I3,1400.0,129.501
Al1I3,1300.0,129.319
Al1I3,1200.0,129.16
Al1I3,1100.0,128.875
Al1I3,1000.0,128.44899999999998
Al1I3,900.0,127.90100000000001
Al1I3,800.0,126.91799999999999
Al1I3,700.0,125.06299999999999
Al1I3,600.0,121.986
Al1I3,500.0,116.90100000000001
Al1I3,464.15,114.61399999999999
Al1I3,400.0,108.53299999999999
Al1I3,300.0,99.07700000000001
Al2Cl9K3,298.0,337.23
Al2Cl9K3,1400.0,466.934
Al2Cl9K3,1300.0,452.12300000000005
Al2Cl9K3,1200.0,438.81800000000004
Al2Cl9K3,1100.0,427.019
Al2Cl9K3,1000.0,416.726
Al2Cl9K3,900.0,407.94
Al2Cl9K3,800.0,400.66
Al2Cl9K3,700.0,390.80699999999996
Al2Cl9K3,600.0,379.74
Al2Cl9K3,500.0,367.272
Al2Cl9K3,400.0,353.13
Al2Cl9K3,300.0,337.858
I2Pb1,900.0,102.428
I2Pb1,800.0,95.102
I2Pb1,700.0,88.743
I2Pb1,683.0,87.78
I2Pb1,600.0,83.713
I2Pb1,500.0,80.391
I2Pb1,400.0,78.85600000000001
I2Pb1,300.0,77.613
I2Pb1,298.0,77.57300000000001
I4Zr1,900.0,138.365
I4Zr1,800.0,137.15200000000002
I4Zr1,700.0,135.938
I4Zr1,600.0,134.599
I4Zr1,500.0,133.009
I4Zr1,400.0,131.001
I4Zr1,300.0,127.88
I4Zr1,298.0,127.8
Hg1I2,1400.0,84.119
Hg1I2,1300.0,84.119
Hg1I2,1200.0,84.119
Hg1I2,1100.0,84.119
Hg1I2,1000.0,84.119
Hg1I2,900.0,84.119
Hg1I2,800.0,84.119
Hg1I2,700.0,84.119
Hg1I2,600.0,84.119
Hg1I2,530.0,84.119
Hg1I2,500.0,84.119
Hg1I2,402.0,82.09
Hg1I2,402.0,84.119
Hg1I2,400.0,82.006
Hg1I2,300.0,77.822
Hg1I2,298.0,77.747
H4I1N1,1900.0,153.599
H4I1N1,1800.0,157.144
H4I1N1,1700.0,159.166
H4I1N1,1600.0,159.666
H4I1N1,1500.0,158.643
H4I1N1,1400.0,156.09799999999998
H4I1N1,1300.0,152.03
H4I1N1,1200.0,146.44
H4I1N1,1100.0,139.327
H4I1N1,1000.0,132.089
H4I1N1,900.0,124.976
H4I1N1,800.0,117.696
H4I1N1,700.0,110.458
H4I1N1,600.0,103.26100000000001
H4I1N1,500.0,96.148
H4I1N1,400.0,88.99799999999999
H4I1N1,300.0,81.881
H4I1N1,298.0,81.755
Hf1,2400.0,42.073
Hf1,2300.0,41.372
Hf1,2200.0,40.671
Hf1,2100.0,39.97
Hf1,2054.0,39.648
Hf1,2000.0,39.269
Hf1,1900.0,38.569
Hf1,1800.0,37.868
Hf1,1700.0,37.167
Hf1,1600.0,36.466
Hf1,1500.0,35.765
Hf1,1400.0,35.064
Hf1,1300.0,34.372
Hf1,1200.0,33.571999999999996
Hf1,1100.0,32.759
Hf1,1000.0,31.943
Hf1,900.0,31.12
Hf1,800.0,30.288
Hf1,700.0,29.445
Hf1,600.0,28.583000000000002
Hf1,500.0,27.691999999999997
Hf1,450.0,27.23
Hf1,400.0,26.750999999999998
Hf1,350.0,26.247
Hf1,300.0,25.708000000000002
Hf1,298.0,25.686999999999998
F2Hg2,1400.0,125.825
F2Hg2,1300.0,124.87200000000001
F2Hg2,1200.0,123.709
F2Hg2,1100.0,122.334
F2Hg2,1000.0,120.74799999999999
F2Hg2,900.0,118.95100000000001
F2Hg2,800.0,116.943
F2Hg2,700.0,114.516
F2Hg2,600.0,111.671
F2Hg2,500.0,108.40700000000001
F2Hg2,400.0,104.684
F2Hg2,300.0,100.5
F2Hg2,298.0,100.416
I2Sr1,1400.0,108.24
I2Sr1,1300.0,105.493
I2Sr1,1200.0,102.71700000000001
I2Sr1,1100.0,99.971
I2Sr1,1000.0,97.236
I2Sr1,900.0,94.492
I2Sr1,811.0,92.04799999999999
I2Sr1,800.0,91.755
I2Sr1,700.0,88.994
I2Sr1,600.0,86.274
I2Sr1,500.0,83.51299999999999
I2Sr1,400.0,80.751
I2Sr1,300.0,78.032
I2Sr1,298.0,77.94800000000001
H2O4W1,900.0,182.422
H2O4W1,800.0,176.565
H2O4W1,700.0,170.707
H2O4W1,600.0,159.829
H2O4W1,500.0,146.44
H2O4W1,400.0,129.704
H2O4W1,300.0,112.96799999999999
H2O4W1,298.0,112.633
Ca1S1,298.0,47.442
Ca1S1,2900.0,61.42100000000001
Ca1S1,2800.0,61.045
Ca1S1,2700.0,60.668
Ca1S1,2600.0,60.291000000000004
Ca1S1,2500.0,59.898999999999994
Ca1S1,2400.0,59.496
Ca1S1,2300.0,59.115
Ca1S1,2200.0,58.743
Ca1S1,2100.0,58.382
Ca1S1,2000.0,58.032
Ca1S1,1800.0,57.195
Ca1S1,1700.0,56.761
Ca1S1,1600.0,56.317
Ca1S1,1500.0,55.986999999999995
Ca1S1,1400.0,55.731
Ca1S1,1300.0,55.391000000000005
Ca1S1,1200.0,55.02
Ca1S1,1100.0,54.586000000000006
Ca1S1,1000.0,54.099
Ca1S1,900.0,53.555
Ca1S1,800.0,53.011
Ca1S1,700.0,52.342
Ca1S1,600.0,51.547
Ca1S1,500.0,50.501000000000005
Ca1S1,400.0,49.20399999999999
Ca1S1,300.0,47.446999999999996
K2O4S1,1100.0,239.365
K2O4S1,1000.0,226.11599999999999
K2O4S1,900.0,212.865
K2O4S1,857.0,207.169
K2O4S1,800.0,199.61900000000003
K2O4S1,700.0,186.368
K2O4S1,600.0,172.52700000000002
K2O4S1,500.0,160.733
K2O4S1,400.0,147.649
K2O4S1,300.0,131.666
K2O4S1,298.0,131.319
Mg1O3Si1,2400.0,122.432
Mg1O3Si1,2300.0,122.432
Mg1O3Si1,2200.0,122.432
Mg1O3Si1,2100.0,122.432
Mg1O3Si1,2000.0,122.432
Mg1O3Si1,1900.0,122.432
Mg1O3Si1,1850.0,122.432
Mg1O3Si1,1800.0,122.432
Mg1O3Si1,1700.0,122.432
